URL,DSLD ID,Product Name,Brand Name,Bar Code,Net Contents,Serving Size,Product Type [LanguaL],Supplement Form [LanguaL],Date Entered into DSLD,Market Status,Suggested Use
https://dsld.od.nih.gov/label/333429,333429,Liposomal NADH+,Codeage,8 50049 60919 7,60 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-07-24,On Market,Suggested use: Adults take 1 capsule daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333430,333430,Liposomal Nicotinamide Riboside+,Codeage,8 50049 60921 0,60 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-08-22,On Market,Suggested use: Adults take 1 capsule daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333431,333431,Liposomal Ovarian Inositol+ Mixed Berry Flavor,Codeage,8 50043 33399 9,5.2 Ounce(s); 148.2 Gram(s),2.47 Gram(s) [approx.; 1 scoop],Other Combinations [A1325],Powder [E0162],2025-07-24,On Market,Suggested use: Adults mix 1 scoop two times daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. Do not exceed the recommended dose.
https://dsld.od.nih.gov/label/333433,333433,Liposomal Strontium,Codeage,8 50049 60939 5,90 Vegetable Capsule(s),3 Capsule(s),Single Vitamin and Mineral [A1316],Capsule [E0159],2025-07-24,On Market,Suggested use: Adults take 3 capsules daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food. For best absorption take strontium at least two hours apart from calcium.
https://dsld.od.nih.gov/label/333435,333435,Liposomal Urolithin A,Codeage,8 50043 33384 5,60 Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2025-07-24,On Market,Suggested use: Adults take 2 capsules daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333436,333436,Liposomal Vitamin E+,Codeage,8 50043 33390 6,90 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-07-24,On Market,Suggested use: Adults take 1 capsule daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333437,333437,Liquid Vitamin E+,Codeage,8 50049 60914 2,2 Fluid Ounce(s); 59.2 mL,1 mL [30 drops],Botanical with Nutrients [A1317],Liquid [E0165],2025-07-24,On Market,Suggested use: Take 30 drops (1 mL); immediately follow with purified water or your favorite beverage and swallow. May be added to food or mixed in beverages. Use once daily or as directed by your healthcare provider. 
https://dsld.od.nih.gov/label/333438,333438,Multi Collagen Unflavored,Codeage,8 50043 33365 4,0.38 Ounce(s); 11 Gram(s),11 Gram(s) [1 packet],Other Combinations [A1325],Powder [E0162],2025-08-22,On Market,Suggested use: Adults mix 1 packet with 8 fl. oz. of hot coffee or hot liquid. Mix thoroughly and enjoy!
https://dsld.od.nih.gov/label/333439,333439,Multi Collagen Peptides Unflavored,Codeage,8 50026 12162 9,10.58 Ounce(s); 300 Gram(s),10 Gram(s) [approx.; 1 scoop],Other Combinations [A1325],Powder [E0162],2025-09-25,On Market,Suggested use: Adults mix 1 scoop daily; or as recommended by your healthcare practitioner; with 8-12 ounces of water or your favorite beverage.
https://dsld.od.nih.gov/label/333440,333440,Multivitamin Performance Elite Max,Codeage,8 50043 33398 2,90 Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-09-25,On Market,Suggested use: Adults take 3 capsule daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333441,333441,Multivitamin Recovery Elite Max,Codeage,8 50043 33397 5,90 Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-07-24,On Market,Suggested use: Adults take 3 capsules daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333442,333442,Raw Vitamin D3+,Codeage,8 50049 60940 1,60 Vegetable Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-09-25,On Market,Suggested use: Adults take 1 capsule daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food. Capsules may be opened; and contents may be added to water or juice.
https://dsld.od.nih.gov/label/333443,333443,Wild-Caught Marine Collagen Peptides Unflavored,Codeage,8 50043 33355 5,11.5 Ounce(s); 326 Gram(s),10.87 Gram(s) [1 scoop],Other Combinations [A1325],Powder [E0162],2025-05-21,On Market,Suggested use: Adults mix 1 scoop daily of Codeage Wild-Caught Marine Collagen Platinum edition powder with 8 ounces of your favorite beverage; coffee; smoothies & baked treats to upgrade your diet.
https://dsld.od.nih.gov/label/333444,333444,Wild-Caught Marine Collagen Peptides Unflavored Powder,Codeage,8 60507 00040 4,15.87 Ounce(s); 450 Gram(s),9 Gram(s) [1 Scoop (about 9 g)],Amino acid/Protein [A1305],Powder [E0162],2025-06-25,On Market,Suggested use: Mix 1 scoop of Codeage Marine Collagen powder into 8-12 oz of your favorite beverage; coffee; smoothies & baked treats to upgrade your diet.
https://dsld.od.nih.gov/label/333445,333445,Liposomal Vitamin C Citrus Vanilla Flavor 1000 mg,Codeage Nanofood,8 50043 33329 6,15 Milliliter(s),15 mL [1 pouch],Other Combinations [A1325],Liquid [E0165],2025-07-24,On Market,Suggested use: Take 1 pouch daily or as recommended by your healthcare practitioner.
https://dsld.od.nih.gov/label/333446,333446,Liquid Collagen Chocolate Mocha,Codeage Nanofood,8 50026 12160 5,15.22 Fluid Ounce(s); 450 Milliliter(s),15 mL [1 Tablespoon],Other Combinations [A1325],Liquid [E0165],2025-07-24,On Market,Suggested use: Take 15ml (1 tablespoon) daily or as directed by your healthcare provider. Take with food. Shake before use.
https://dsld.od.nih.gov/label/333447,333447,Liquid Collagen Trim & Glow French Vanilla,Codeage Nanofood,8 50026 12161 2,15.22 Fluid Ounce(s); 450 mL,15 mL [about 1 tablespoon],Other Combinations [A1325],Liquid [E0165],2025-07-24,On Market,Suggested use: Take 15 mL (1 tablespoon) daily or as directed by your healthcare provider. Take with food. Shake before use.
https://dsld.od.nih.gov/label/333448,333448,Men's Daily Formula Liposomal Delivery Peach Flavor,Codeage Nanofood,8 50026 12178 0,15 mL,15 mL [1 Pouch],Botanical with Nutrients [A1317],Liquid [E0165],2025-09-25,On Market,Suggested use: Take 1 pouch daily or as directed by your healthcare provider.
https://dsld.od.nih.gov/label/333449,333449,Quercetin Phytosome Pineapple Tangerine,Codeage Nanofood,8 50026 12151 3,16 Fluid Ounce(s); 450 Milliliter(s),5 mL [about 1 Teaspoon],Other Combinations [A1325],Liquid [E0165],2025-06-25,On Market,Suggested use: Take 5 ml (1 teaspoon) daily or as directed by your healthcare provider. Take with food. Shake before use.
https://dsld.od.nih.gov/label/333451,333451,Ashwagandha,Antler Farms,8 50029 36450 4,130 Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2025-06-25,On Market,Suggested use: Take two capsules per day or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/333454,333454,PreProtein Cherry Flavor,Kramer Novis,3 52083 53310 5,1 Fluid Ounce(s); 30 mL,30 mL [Two Tablespoonfuls],Amino acid/Protein [A1305],Liquid [E0165],2025-07-24,On Market,Directions: Adults and children 12 years of age and older: Take two tablespoons (30 mL) daily as a dietary supplement; or as directed by your physician. Shake well before use.
https://dsld.od.nih.gov/label/333455,333455,PreProtein Natural Cherry Flavor,Kramer Novis,3 52083 53316 7,16 Fluid Ounce(s); 473 Milliliter(s),30 mL [2 tablespoons],Amino acid/Protein [A1305],Liquid [E0165],2025-07-24,On Market,Directions: Adults and children 12 years of age and older: Take two tablespoons (30 mL) daily as a dietary supplement; or as directed by your physician.
https://dsld.od.nih.gov/label/333456,333456,PreProtein Grape,Kramer Novis,3 52083 43316 0,16 Fluid Ounce(s); 473 mL,30 mL [2 Tablespoonfuls],Amino acid/Protein [A1305],Liquid [E0165],2025-06-25,On Market,Directions: Adults and children 12 years of age and older: Take two tablespoonfuls (30 mL) daily as a dietary supplement; or as directed by your physician. Shake well before use.
https://dsld.od.nih.gov/label/333457,333457,PreProtein 15 g Peach,Kramer Novis,3 52083 93316 5,16 Fluid Ounce(s); 473 mL,30 mL [2 Tablespoonfuls],Amino acid/Protein [A1305],Liquid [E0165],2025-05-21,On Market,Use: For individuals with high protein requirements.Directions: Adults and children 12 years of age and older: Take two tablespoonfuls (30 mL) daily as a dietary supplement; or as directed by your physician. Shake well before use.
https://dsld.od.nih.gov/label/333458,333458,Mood Probiotic + 51 Billion CFU,Codeage Amen,8 53919 00861 9,60 Vegetarian Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-09-25,On Market,Suggested use: Adults take 2 capsules daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage.
https://dsld.od.nih.gov/label/333459,333459,A-D-K Vitamins+,Codeage,8 53919 00823 6,180 Capsule(s),1 Capsule(s),Vitamin [A1302],Capsule [E0159],2025-07-24,On Market,1 capsule a day Suggested use: Adults take 1 capsule daily with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333460,333460,Beauty Tonic,Codeage,8 53919 00826 7,90 Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-08-22,On Market,Suggested Use: Adults take 3 capsules daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333461,333461,Grass-Fed Beef Kidney,Codeage,8 53919 00808 3,180 Capsule(s),3 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-05-21,On Market,Suggested use: Adults take 3 to 6 capsules daily or as directed by a healthcare professional with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333462,333462,Beef Liver,Codeage,8 53919 00809 0,180 Capsule(s),3 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-07-24,On Market,Suggested Use: Adults take 3 to 6 capsules daily or as directed by a healthcare professional with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333463,333463,Beef Organs,Codeage,,180 Capsule(s),3 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-06-25,On Market,Suggested use: Adults take 3 to 6 capsules daily as directed by a healthcare professional with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333464,333464,Beef Pancreas,Codeage,8 53919 00811 3,180 Capsule(s),3 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-05-21,On Market,Suggested Use: Adults take 3 to 6 capsules daily as directed by a healthcare professional with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333465,333465,Grass-Fed Beef Spleen,Codeage,8 53919 00816 8,180 Capsule(s),3 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-09-25,On Market,Suggested use: Adults take 3 capsules 1-2 times daily; or as directed by a healthcare professional; with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333466,333466,Full Spectrum Binder +,Codeage,8 53919 00843 4,90 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Suggested use: Adults take 1 capsule daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333468,333468,Grass-Fed Bone Marrow,Codeage,8 53919 00824 3,180 Capsule(s),3 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-05-21,On Market,Suggested use: Adults take 3 to 6 capsules daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333469,333469,Clearface Vitamins+,Codeage,8 53919 00873 1,90 Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-07-24,On Market,Suggested use: Adults take 3 capsules daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333470,333470,Clearhead Echinacea+,Codeage,8 53919 00871 7,90 Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-05-21,On Market,Suggested use: Adults take 3 capsules daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333471,333471,Collagen Vitamin C+ Unflavored Powder,Codeage,8 53919 00862 5,9.98 Ounce(s); 283 Gram(s),20.25 Gram(s) [1 Scoop],Other Combinations [A1325],Powder [E0162],2025-07-24,On Market,Suggested use: Adults mix 1 scoop daily of Codeage Collagen Vitamin + with 8 ounces of your favorite beverage; coffee or smoothies.
https://dsld.od.nih.gov/label/333472,333472,Liposomal Collagen Peptides+,Codeage,8 50026 12185 8,14.97 Ounce(s); 424.5 Gram(s),14.15 Gram(s) [1 Scoop],Other Combinations [A1325],Powder [E0162],2025-07-24,On Market,Suggested use: Adults mix 1 scoop daily; or as recommended by your healthcare practitioner; with 8-12 ounces of water or your favorite beverage.
https://dsld.od.nih.gov/label/333473,333473,Elderberry Vitamins,Codeage,8 53919 00866 3,90 Capsule(s),3 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2025-06-25,On Market,Suggested use: Adults take 3 capsules daily; or as recommended by your healthcare practitioner; with 8 ounces of water or your favorite beverage. May be taken with or without food.
https://dsld.od.nih.gov/label/333474,333474,Elderberry Vitamins Pro Blueberry & Raspberry Flavor,Codeage,8 53919 00867 0,4 fl. Oz.; 120 mL,0.5 mL [15-60 drops],Botanical with Nutrients [A1317],Liquid [E0165],2025-09-25,On Market,Suggested Use: Add to water or take directly. Adults take 2ml (60 drops) daily. Children take 0.5ml (15 drops) daily under parental supervision.
https://dsld.od.nih.gov/label/333475,333475,Focus + Energy Orange,Focus Factor,8 11909 03435 1,355 mL; 12 Fluid Ounce(s); 12 Ounce Liquid(s),355 mL [1 can],Other Combinations [A1325],Liquid [E0165],2025-08-22,On Market,
https://dsld.od.nih.gov/label/333477,333477,Energy Max Mocha,Nature Made WellBlends,,40 Gummy(ies),2 Gummie(s),Other Combinations [A1325],Gummy or Jelly [E0176],2025-05-21,On Market,Suggested use: Adults; chew 2 gummies daily.
https://dsld.od.nih.gov/label/333478,333478,High Caffeine 200 mg,Natrol,0 47469 04794 8,100 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2025-05-21,On Market,Suggested use: Adults; take 1 tablet; up to two times daily. Allow 3 to 4 hours between servings. Do not exceed 2 tablets daily.
https://dsld.od.nih.gov/label/333479,333479,Caffeine,Mutant,8 11662 02120 9,240 Tablet(s),0.5 Tablet(s),Non-Nutrient/Non-Botanical [A1309],Tablet or Pill [E0155],2025-08-22,On Market,DirectionsHealthy adults only: As a dietary supplement take 1 tablet per day with a glass of water. To assess individual tolerance; take 1/2 tablet with a glass of water by breaking a tablet in half. Drink 8 to 10 glasses of water per day.
https://dsld.od.nih.gov/label/333480,333480,Burn XT,Jacked Factory,X000ZRBJXB,60 Veggie Capsule(s),1 Capsule(s); 2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Regular use:1 capsule 2x dailyExperienced use:2 capsules 2x dailyInitial use:Consume 1 capsule with a meal and glass of water for a minimum of 1 week.Regular use:Consume 1 capsule two times per day; with a meal and glass of water.Experienced user use:Consume 2 capsules two times per day with a meal and glass of water.
https://dsld.od.nih.gov/label/333482,333482,PRE Watermelon ,NutraBio,6 49908 25900 6,19.9 Ounce(s); 1.24 Pound(s); 564 Gram(s),14.11 Gram(s) [1 Scoop (28.22 g)],Other Combinations [A1325],Powder [E0162],2025-07-24,On Market,Suggested use: Mix 1 scoop into 12-14 ounces of water and consume 20-30 minutes prior to exercise. Vary the amount of water to achieve your desired flavor level. PRE is extremely powerful; first time users should begin use with 1/2 scoop or less to assess your tolerance.
https://dsld.od.nih.gov/label/333483,333483,Reload Recovery Matrix Passion Fruit,NutraBio,6 49908 51520 0,29.3 Ounce(s); 1.83 Pound(s); 831 Gram(s),27.69 Gram(s) [1 scoop],Other Combinations [A1325],Powder [E0162],2025-09-25,On Market,Suggested use: Mix 1 scoop with 8-12 ounces of water. Vary amount of water to achieve desired flavor. For maximum results; take Reload on training and off days as follows:Training days: Morning training; take 1 serving late in the afternoon or evening. Evening training; take 1 serving early in the day.Off days: Take 1 serving 1-2 times daily between meals.For best results: Stack with NutraBio PRE and Intra Blast on training days. Take PRE 30 minutes before training; sip Intra Blast throughout training and take Reload as directed.
https://dsld.od.nih.gov/label/333484,333484,Reload Recovery Matrix Strawberry Lemon Bomb,NutraBio,6 49908 28010 9,30.3 Ounce(s); 1.89 Pound(s); 858 Gram(s),28.62 Gram(s) [1 scoop],Other Combinations [A1325],Powder [E0162],2025-06-25,On Market,Suggested use: Mix 1 scoop with 8-12 ounces of water. Vary amount of water to achieve desired flavor. For maximum results; take RELOAD on training and off days as follows:Training days: Morning training; take 1 serving late in the afternoon or evening. Evening training; take 1 serving early in the day.Off days: Take 1 serving 1-2 times daily between meals.For best results: Stack with NutraBio PRE and INTRA BLAST on training days. Take PRE 30 minutes before training; sip INTRA BLAST throughout training and take RELOAD as directed.
https://dsld.od.nih.gov/label/333486,333486,DHEA 25 mg,Natrol,0 47469 16115 6,180 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2025-07-24,On Market,Suggested use: Adults; take 1 tablet one time daily with a meal.
https://dsld.od.nih.gov/label/333487,333487,DHEA 25 mg,Natrol,0 47469 16107 1,300 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2025-07-24,On Market,Suggested use: Adults; take 1 capsule one time daily with a meal.
https://dsld.od.nih.gov/label/333488,333488,Advanced Melatonin 10 mg Time Release,Natrol,0 47469 07279 7,100 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2025-07-24,On Market,Suggested use: Adults; take 1 tablet 30 minutes before bedtime.
https://dsld.od.nih.gov/label/333489,333489,Melatonin 3 mg,Natrol,0 47469 00511 5,120 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2025-08-22,On Market,Suggested use: Adults; take 1 tablet 30 minutes before bedtime.
https://dsld.od.nih.gov/label/333490,333490,Melatonin 3 mg,Natrol,0 47469 16068 5,240 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2025-09-25,On Market,Suggested use: Adults; take 1 tablet 30 minutes before bedtime.
https://dsld.od.nih.gov/label/333491,333491,Vitamin D3 5000 IU Fast Dissolve Strawberry,Natrol,0 47469 05891 3,90 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2025-07-24,On Market,Suggested use: Adults; take one tablet daily. No water necessary.
https://dsld.od.nih.gov/label/333492,333492,Gold Standard 100% Whey Chocolate Peanut Butter,ON Optimum Nutrition,7 48927 05912 0,5 Pound(s); 2.27 Kilogram(s),33 Gram(s) [about 1 scoop],Amino acid/Protein [A1305],Powder [E0162],2025-06-25,On Market,33 grams about 1 scoop whey protein powder6-8 fl oz cold water; milk or other beverage30 seconds stir; shake or blend until dissolvedFor best results; mix up your shake 30-60 minutes after you work out; or have it as an anytime snack in your balanced; high-protein diet. Suggested use: For healthy adults; consume enough protein to meet your daily protein requirements with a combination of high protein foods and protein supplements throughout the day as part of a balanced diet and exercise program. 
https://dsld.od.nih.gov/label/333493,333493,ActivFulvic,Zemvelo,8 91663 00217 9,16.2 Fluid Ounce(s); 480 mL,15 mL [1 Tablespoon],Non-Nutrient/Non-Botanical [A1309],Liquid [E0165],2025-05-21,On Market,Directions: Adults: Place 1 Tablespoon (15ml) into 6-8oz of water or juice as maintenance. Use more if needed or as recommended by your healthcare professional.For Detox: Take 2-3 Tablespoons (30-45ml) for 21 days. Take 1 hour before food or supplements when used as a detox.Children Under 4: Consult a physician.Shake well before use.
https://dsld.od.nih.gov/label/333494,333494,Blood Sugar Support,Zemvelo,8 91663 00221 6,8.1 Fluid Ounce(s); 240 Milliliter(s),2.5 mL [1/2 teaspoon],Mineral [A1299],Liquid [E0165],2025-08-22,On Market,Directions: Adults: place 1/2 teaspoon (2.5mL) into 6-8 oz of water or juice as maintenance. Use more if needed or as recommended by your healthcare professional.Shake well before use.
https://dsld.od.nih.gov/label/333495,333495,Daily Multiple Wild Cherry Flavor,Zemvelo,8 91663 00225 4,16.2 Fluid Ounce(s); 480 Milliliter(s),15 mL [1 Tablespoon],Other Combinations [A1325],Liquid [E0165],2025-07-24,On Market,Directions: Adults: Place 1 tablespoon (15 ml) into 6-8 oz of water or juice as maintenance. Use more if needed or as recommended by your healthcare professional. Shake well before use.
https://dsld.od.nih.gov/label/333496,333496,Gut Ease+,Zemvelo,8 91663 00266 7,180 Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-08-22,On Market,Directions: Adults: Take two (2) capsules before each meal; or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/333497,333497,Iodine,Zemvelo,8 91663 00228 5,4 Fluid Ounce(s); 120 mL,0.05 mL [4 drops (0.2 mL)],Mineral [A1299],Liquid [E0165],2025-06-25,On Market,Directions: Adults: Place 1-4 drops into 6-8 oz of water or juice. 1 drop provides 3/4 of RDA. Use more if needed or recommended by your healthcare professional.Children Under 4: Consult your physician.
https://dsld.od.nih.gov/label/333498,333498,Joint Comfort,Zemvelo,8 91663 00257 5,60 Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Directions: Adults: As a dietary supplement for sustained relief; take two (2) capsules as needed every 6-8 hours with food. Continue for a minimum of 6 weeks for best effect.
https://dsld.od.nih.gov/label/333499,333499,Metal Cleanse+,Zemvelo,8 91663 00262 9,60 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-09-25,On Market,Directions: Adults: As a dietary supplement for heavy metal detoxification; take one (1) capsule daily; with or without food; or as directed by a healthcare professional.Children: Consult a physician.
https://dsld.od.nih.gov/label/333500,333500,ParaSym+,Zemvelo,8 91663 00261 2,60 Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-05-21,On Market,Directions: Adults: Take 2 capsules per day or as recommended by a nutritionally informed physician. Age 4+: Half of the adult serving. Children under 4: Consult a physician.
https://dsld.od.nih.gov/label/333502,333502,RePlenish,Zemvelo,8 91663 00203 2,4 Fluid Ounce(s); 120 mL,2.5 mL [1/2 teaspoon],Mineral [A1299],Liquid [E0165],2025-07-24,On Market,Directions: Adults: Place up to 1/2 tsp (2.5 ml) into 8–16 oz of water. Stir or shake well.
https://dsld.od.nih.gov/label/333503,333503,Trace Minerals,Zemvelo,8 91663 00298 8,4 Fluid Ounce(s); 120 Milliliter(s),5 mL [1 teaspoon],Mineral [A1299],Liquid [E0165],2025-05-21,On Market,Directions: Adults: Place 1 teaspoon (5 ml) into 6-8 oz of water or juice as maintenance. Use more if needed or as recommended by your healthcare professional. Shake well before use.
https://dsld.od.nih.gov/label/333504,333504,Vitamin B+,Zemvelo,8 91663 00263 6,30 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-05-21,On Market,Directions: Adults: Take one (1) capsule with or without food; or as directed by a healthcare professional. Children: Consult a physician.
https://dsld.od.nih.gov/label/333505,333505,Vitamin C+,Zemvelo,8 91663 00265 0,30 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-08-22,On Market,Directions: Adults: Take one (1) capsule with or without food; or as directed by a healthcare professional.Children: Consult a physician.
https://dsld.od.nih.gov/label/333507,333507,Activated Charcoal 520 mg,Windmill Natural Vitamins,0 35046 00295 4,100 Capsule(s),2 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-08-22,On Market,Directions: Take 2 capsules daily 2-3 hours before/after a meal as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/333508,333508,B6 Pyridoxine HCl 50 mg,Windmill,0 35046 00122 3,100 Tablet(s),1 Tablet(s),Single Vitamin and Mineral [A1316],Tablet or Pill [E0155],2025-04-24,On Market,Directions: Take 1 tablet daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/333509,333509,B Complex,Windmill,0 35046 00137 7,100 Tablet(s),1 Tablet(s),Multi-Vitamin and Mineral (MVM) [A1315],Tablet or Pill [E0155],2025-06-25,On Market,Directions: Take 1 tablet daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/333510,333510,Calcium Citrate,Windmill,0 35046 00155 1,100 Tablet(s),2 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2025-06-25,On Market,Directions: Take 2 tablets daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/333511,333511,Digestive Enzymes with Prebiotics & Probiotics,Windmill Natural Vitamins,0 35046 00980 9,60 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-08-22,On Market,Directions: Take 1 capsule daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/333512,333512,Focus Formula,Focus Formula,0 35046 13483 9,60 Veggie Tab(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2025-06-25,On Market,Directions: One tablet daily with food. Once daily brain support supplement
https://dsld.od.nih.gov/label/333513,333513,Liquid D3 125 mcg,Windmill Natural Vitamins,0 35046 00222 0,2 Fluid Ounce(s); 60 mL,1 mL [1 Dropper],Vitamin [A1302],Liquid [E0165],2025-05-21,On Market,Directions: Shake well. As a dietary supplement; take one dropper (1 mL) with a meal once daily or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/333514,333514,Magnesium Citrate 400 mg,Windmill,0 35046 00320 3,60 Tablet(s),2 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2025-08-22,On Market,Directions: Take 2 tablets daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/333515,333515,Quick Melt B12 5000 mcg,Windmill,0 35046 00467 5,60 Melt(s),1 Melt(s),Vitamin [A1302],Other (e.g. tea bag) [E0172],2025-06-25,On Market,Directions: Take one (1) melt daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/333517,333517,Vitamin E 450 mg (1000 IU),Windmill,0 35046 00256 5,30 Softgel(s),1 Softgel(s),Vitamin [A1302],Softgel Capsule [E0161],2025-06-25,On Market,Directions: Take 1 softgel daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/333518,333518,Maca 500 mg,Windmill,0 35046 00795 9,90 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2025-05-21,On Market,Directions: Take 1 capsule daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/333519,333519,Mega 75,Windmill,0 35046 00999 1,60 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2025-07-24,On Market,Directions: Take 1 tablet daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/333520,333520,Garlic 600 mg,Windmill,0 35046 00279 4,100 Tablet(s),2 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2025-08-22,On Market,Directions: Take 2 tablets daily with food as a dietary supplement or as directed by a healthcare professional.
